file,line,kind,func,context
src/composing/analysis/chord/analysisutils.h,48,switch,ionianTonicPcFromFifths,switch (fifths) {
src/composing/analysis/chord/analysisutils.h,49,case,ionianTonicPcFromFifths,case -7: return 11; // Cb
src/composing/analysis/chord/analysisutils.h,50,case,ionianTonicPcFromFifths,case -6: return 6;  // Gb
src/composing/analysis/chord/analysisutils.h,51,case,ionianTonicPcFromFifths,case -5: return 1;  // Db
src/composing/analysis/chord/analysisutils.h,52,case,ionianTonicPcFromFifths,case -4: return 8;  // Ab
src/composing/analysis/chord/analysisutils.h,53,case,ionianTonicPcFromFifths,case -3: return 3;  // Eb
src/composing/analysis/chord/analysisutils.h,54,case,ionianTonicPcFromFifths,case -2: return 10; // Bb
src/composing/analysis/chord/analysisutils.h,55,case,ionianTonicPcFromFifths,case -1: return 5;  // F
src/composing/analysis/chord/analysisutils.h,56,case,ionianTonicPcFromFifths,case 0:  return 0;  // C
src/composing/analysis/chord/analysisutils.h,57,case,ionianTonicPcFromFifths,case 1:  return 7;  // G
src/composing/analysis/chord/analysisutils.h,58,case,ionianTonicPcFromFifths,case 2:  return 2;  // D
src/composing/analysis/chord/analysisutils.h,59,case,ionianTonicPcFromFifths,case 3:  return 9;  // A
src/composing/analysis/chord/analysisutils.h,60,case,ionianTonicPcFromFifths,case 4:  return 4;  // E
src/composing/analysis/chord/analysisutils.h,61,case,ionianTonicPcFromFifths,case 5:  return 11; // B
src/composing/analysis/chord/analysisutils.h,62,case,ionianTonicPcFromFifths,case 6:  return 6;  // F#
src/composing/analysis/chord/analysisutils.h,63,case,ionianTonicPcFromFifths,case 7:  return 1;  // C#
src/composing/analysis/chord/analysisutils.h,72,ternary,normalizePc,return pc < 0 ? pc + 12 : pc;
src/composing/analysis/chord/analysisutils.h,108,if,collectionMask,if (isMajor) {
src/composing/analysis/chord/chordanalyzer.cpp,202,switch,categorizeExtraNote,switch (quality) {
src/composing/analysis/chord/chordanalyzer.cpp,203,case,categorizeExtraNote,case ChordQuality::Minor:
src/composing/analysis/chord/chordanalyzer.cpp,204,if,categorizeExtraNote,if (rel == 4)  return ExtraNoteCategory::Contradiction; // M3  → not minor
src/composing/analysis/chord/chordanalyzer.cpp,206,case,categorizeExtraNote,case ChordQuality::Suspended4:
src/composing/analysis/chord/chordanalyzer.cpp,207,if,categorizeExtraNote,if (rel == 4)  return ExtraNoteCategory::Contradiction; // M3  → not sus4
src/composing/analysis/chord/chordanalyzer.cpp,210,case,categorizeExtraNote,case ChordQuality::Suspended2:
src/composing/analysis/chord/chordanalyzer.cpp,211,if,categorizeExtraNote,if (rel == 3)  return ExtraNoteCategory::Contradiction; // m3  → not sus2
src/composing/analysis/chord/chordanalyzer.cpp,212,if,categorizeExtraNote,if (rel == 4)  return ExtraNoteCategory::Contradiction; // M3  → not sus2
src/composing/analysis/chord/chordanalyzer.cpp,214,case,categorizeExtraNote,case ChordQuality::Diminished:
src/composing/analysis/chord/chordanalyzer.cpp,215,if,categorizeExtraNote,if (rel == 4)  return ExtraNoteCategory::Contradiction; // M3  → not diminished
src/composing/analysis/chord/chordanalyzer.cpp,216,if,categorizeExtraNote,if (rel == 7)  return ExtraNoteCategory::Contradiction; // P5  → not diminished (requires ♭5) // BUG-10
src/composing/analysis/chord/chordanalyzer.cpp,217,if,categorizeExtraNote,if (rel == 10) return ExtraNoteCategory::Contradiction; // m7  → half-diminished
src/composing/analysis/chord/chordanalyzer.cpp,218,if,categorizeExtraNote,if (rel == 11) return ExtraNoteCategory::Contradiction; // M7  → not diminished
src/composing/analysis/chord/chordanalyzer.cpp,220,case,categorizeExtraNote,case ChordQuality::HalfDiminished:
src/composing/analysis/chord/chordanalyzer.cpp,221,if,categorizeExtraNote,if (rel == 4)  return ExtraNoteCategory::Contradiction; // M3  → not half-dim
src/composing/analysis/chord/chordanalyzer.cpp,222,if,categorizeExtraNote,if (rel == 9)  return ExtraNoteCategory::Contradiction; // dim7 → fully diminished
src/composing/analysis/chord/chordanalyzer.cpp,223,if,categorizeExtraNote,if (rel == 11) return ExtraNoteCategory::Contradiction; // M7  → not half-dim
src/composing/analysis/chord/chordanalyzer.cpp,230,switch,categorizeExtraNote,switch (rel) {
src/composing/analysis/chord/chordanalyzer.cpp,231,case,categorizeExtraNote,case 1:  // b9
src/composing/analysis/chord/chordanalyzer.cpp,232,case,categorizeExtraNote,case 2:  // 9
src/composing/analysis/chord/chordanalyzer.cpp,233,case,categorizeExtraNote,case 3:  // #9 (dual-use with minor 3rd; context overrides handled in caller)
src/composing/analysis/chord/chordanalyzer.cpp,234,case,categorizeExtraNote,case 5:  // 11
src/composing/analysis/chord/chordanalyzer.cpp,235,case,categorizeExtraNote,case 6:  // #11 / b5
src/composing/analysis/chord/chordanalyzer.cpp,236,case,categorizeExtraNote,case 8:  // b13 / #5
src/composing/analysis/chord/chordanalyzer.cpp,237,case,categorizeExtraNote,case 9:  // 13 / 6
src/composing/analysis/chord/chordanalyzer.cpp,238,case,categorizeExtraNote,case 10: // minor 7
src/composing/analysis/chord/chordanalyzer.cpp,239,case,categorizeExtraNote,case 11: // major 7
src/composing/analysis/chord/chordanalyzer.cpp,389,if,extensionBits,"if (ext.hasMinorSeventh)      setExtension(e, Extension::MinorSeventh);"
src/composing/analysis/chord/chordanalyzer.cpp,390,if,extensionBits,"if (ext.hasMajorSeventh)      setExtension(e, Extension::MajorSeventh);"
src/composing/analysis/chord/chordanalyzer.cpp,391,if,extensionBits,"if (ext.hasDiminishedSeventh) setExtension(e, Extension::DiminishedSeventh);"
src/composing/analysis/chord/chordanalyzer.cpp,392,if,extensionBits,"if (ext.hasAddedSixth)        setExtension(e, Extension::AddedSixth);"
src/composing/analysis/chord/chordanalyzer.cpp,393,if,extensionBits,"if (ext.hasNinthNatural)      setExtension(e, Extension::NaturalNinth);"
src/composing/analysis/chord/chordanalyzer.cpp,394,if,extensionBits,"if (ext.hasNinthFlat)         setExtension(e, Extension::FlatNinth);"
src/composing/analysis/chord/chordanalyzer.cpp,395,if,extensionBits,"if (ext.hasNinthSharp)        setExtension(e, Extension::SharpNinth);"
src/composing/analysis/chord/chordanalyzer.cpp,396,if,extensionBits,"if (ext.hasEleventh)          setExtension(e, Extension::NaturalEleventh);"
src/composing/analysis/chord/chordanalyzer.cpp,397,if,extensionBits,"if (ext.hasEleventhSharp)     setExtension(e, Extension::SharpEleventh);"
src/composing/analysis/chord/chordanalyzer.cpp,398,if,extensionBits,"if (ext.hasThirteenth)        setExtension(e, Extension::NaturalThirteenth);"
src/composing/analysis/chord/chordanalyzer.cpp,399,if,extensionBits,"if (ext.hasThirteenthFlat)    setExtension(e, Extension::FlatThirteenth);"
src/composing/analysis/chord/chordanalyzer.cpp,400,if,extensionBits,"if (ext.hasThirteenthSharp)   setExtension(e, Extension::SharpThirteenth);"
src/composing/analysis/chord/chordanalyzer.cpp,401,if,extensionBits,"if (ext.hasSharpFifth)        setExtension(e, Extension::SharpFifth);"
src/composing/analysis/chord/chordanalyzer.cpp,402,if,extensionBits,"if (ext.hasFlatFifth)         setExtension(e, Extension::FlatFifth);"
src/composing/analysis/chord/chordanalyzer.cpp,403,if,extensionBits,"if (ext.isSixNine)            setExtension(e, Extension::SixNine);"
src/composing/analysis/chord/chordanalyzer.cpp,404,if,extensionBits,"if (omitsThird)               setExtension(e, Extension::OmitsThird);"
src/composing/analysis/chord/chordanalyzer.cpp,434,if,templateIntervalsVec,if (interval >= 0) {
src/composing/analysis/chord/chordanalyzer.cpp,455,ternary,scoreTemplateTones,const double factor = (i == 0) ? kRootToneFactor
src/composing/analysis/chord/chordanalyzer.cpp,456,ternary,scoreTemplateTones,: (i == 1) ? kSecondToneFactor
src/composing/analysis/chord/chordanalyzer.cpp,485,if,scoreExtraNotes,if (w < 0.01) {
src/composing/analysis/chord/chordanalyzer.cpp,491,if,scoreExtraNotes,if (((rootPc + interval) % 12) == pc) { inTemplate = true; break; }
src/composing/analysis/chord/chordanalyzer.cpp,493,if,scoreExtraNotes,if (inTemplate) {
src/composing/analysis/chord/chordanalyzer.cpp,501,if,scoreExtraNotes,if (tpl.quality == ChordQuality::Major && rel == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,503,if,scoreExtraNotes,if (pcWeight[static_cast<size_t>((rootPc + 4) % 12)] < 0.1) {
src/composing/analysis/chord/chordanalyzer.cpp,507,if,scoreExtraNotes,if (tpl.quality == ChordQuality::Suspended4 && rel == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,509,if,scoreExtraNotes,if (pcWeight[static_cast<size_t>(normalizePc(rootPc + 5))] < 0.1) {
src/composing/analysis/chord/chordanalyzer.cpp,514,if,scoreExtraNotes,if (cat == ExtraNoteCategory::Extension) {
src/composing/analysis/chord/chordanalyzer.cpp,515,ternary,scoreExtraNotes,double extensionFactor = (rel == 10 || rel == 11) ? kExtensionFactor7th
src/composing/analysis/chord/chordanalyzer.cpp,516,ternary,scoreExtraNotes,: (rel == 8)               ? kExtensionFactorFlat13
src/composing/analysis/chord/chordanalyzer.cpp,522,if,scoreExtraNotes,if (sus4Standard && rel == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,525,if,scoreExtraNotes,if (rootTpc >= 0 && noteTpc >= 0) {
src/composing/analysis/chord/chordanalyzer.cpp,526,if,scoreExtraNotes,if (noteTpc == rootTpc - 3) {
src/composing/analysis/chord/chordanalyzer.cpp,528,else-if,scoreExtraNotes,} else if (noteTpc == rootTpc + 9) {
src/composing/analysis/chord/chordanalyzer.cpp,535,else-if,scoreExtraNotes,} else if (cat == ExtraNoteCategory::Contradiction) {
src/composing/analysis/chord/chordanalyzer.cpp,553,if,dim7CharacteristicBonus,if (tpl.quality != ChordQuality::Diminished) {
src/composing/analysis/chord/chordanalyzer.cpp,557,if,dim7CharacteristicBonus,if (pcWeight[static_cast<size_t>(dim7Pc)] <= extThreshold) {
src/composing/analysis/chord/chordanalyzer.cpp,569,if,dim7CharacteristicBonus,if (pcWeight[static_cast<size_t>(rootPc)] <= extThreshold
src/composing/analysis/chord/chordanalyzer.cpp,575,if,dim7CharacteristicBonus,if ((keyTonicPc + interval) % 12 == dim7Pc) {
src/composing/analysis/chord/chordanalyzer.cpp,596,if,countTpcMatches,if (rootTpc < 0) {
src/composing/analysis/chord/chordanalyzer.cpp,603,if,countTpcMatches,if (actualTpc >= 0) {
src/composing/analysis/chord/chordanalyzer.cpp,605,if,countTpcMatches,if (actualTpc == rootTpc + tpl.tpcDeltas[i]) {
src/composing/analysis/chord/chordanalyzer.cpp,636,if,nonBassAdjustment,if (!(isSus4Any || isMinor4 || isHalfDim) || rootPc == bassPc) {
src/composing/analysis/chord/chordanalyzer.cpp,648,ternary,nonBassAdjustment,return waiverApplies ? 0.0 : -kNonBassPenalty;
src/composing/analysis/chord/chordanalyzer.cpp,678,if,structuralPenalties,if (sus4HasPerfectFourth && !isSus4FlatFive) {
src/composing/analysis/chord/chordanalyzer.cpp,680,if,structuralPenalties,if (pcWeight[static_cast<size_t>(fourthPc)] < kSus4StructuralFourthThreshold) {
src/composing/analysis/chord/chordanalyzer.cpp,690,if,structuralPenalties,if (isSus4Variant) {
src/composing/analysis/chord/chordanalyzer.cpp,692,if,structuralPenalties,if (pcWeight[static_cast<size_t>(seventhPc)] < 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,702,if,structuralPenalties,if (isSus4Maj7) {
src/composing/analysis/chord/chordanalyzer.cpp,704,if,structuralPenalties,if (pcWeight[static_cast<size_t>(fifthPc)] < 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,716,if,structuralPenalties,if (isDom7FlatFive) {
src/composing/analysis/chord/chordanalyzer.cpp,722,if,structuralPenalties,if (!flatFiveConfirmed) {
src/composing/analysis/chord/chordanalyzer.cpp,726,if,structuralPenalties,if (pcWeight[static_cast<size_t>(minorSeventhPc)] < 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,733,if,structuralPenalties,if (tpl.quality == ChordQuality::Power && distinctPcs >= 3) {
src/composing/analysis/chord/chordanalyzer.cpp,779,if,bassRootBonusMultiplier,if (hasTemplateFifth) {
src/composing/analysis/chord/chordanalyzer.cpp,780,if,bassRootBonusMultiplier,if (hasMatchingTemplateThird) {
src/composing/analysis/chord/chordanalyzer.cpp,784,if,bassRootBonusMultiplier,if (!templateHasThird) {
src/composing/analysis/chord/chordanalyzer.cpp,787,ternary,bassRootBonusMultiplier,return isBareSuspensionTriad ? prefs.bassRootThirdOnlyMultiplier : 1.0;
src/composing/analysis/chord/chordanalyzer.cpp,795,if,bassRootBonusMultiplier,if (hasPitchClass(rootPc + 3) || hasPitchClass(rootPc + 4)) {
src/composing/analysis/chord/chordanalyzer.cpp,830,if,qualifiesForCompleteTriadInversionBonus,if (distinctPcs != 3 || rootPc == bassPc) {
src/composing/analysis/chord/chordanalyzer.cpp,842,if,qualifiesForCompleteTriadInversionBonus,if (!supportedQuality) {
src/composing/analysis/chord/chordanalyzer.cpp,873,if,appliedBassRootBonus,if (rootPc != bassPc) {
src/composing/analysis/chord/chordanalyzer.cpp,902,if,diatonicRootContribution,if ((keyTonicPc + interval) % 12 == rootPc) {
src/composing/analysis/chord/chordanalyzer.cpp,941,if,buildChordResult,if (quality == ChordQuality::Augmented && ctx.tpcForPc[static_cast<size_t>(rootPc)] < 0) {
src/composing/analysis/chord/chordanalyzer.cpp,944,if,buildChordResult,if (ctx.pcWeight[static_cast<size_t>(pc)] > 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,948,if,buildChordResult,if (pcs.size() == 3) {
src/composing/analysis/chord/chordanalyzer.cpp,952,if,buildChordResult,if ((b - a + 12) % 12 == 4 && (c - b + 12) % 12 == 4 && (a - c + 12) % 12 == 4) {
src/composing/analysis/chord/chordanalyzer.cpp,956,if,buildChordResult,if (isAug) {
src/composing/analysis/chord/chordanalyzer.cpp,969,if,buildChordResult,if (quality == ChordQuality::Suspended2 && ext.hasEleventh) {
src/composing/analysis/chord/chordanalyzer.cpp,983,if,buildChordResult,if (ext.hasMajorSeventh && !hasAnyThird
src/composing/analysis/chord/chordanalyzer.cpp,993,if,buildChordResult,if ((ctx.keyTonicPc + ctx.scale[i]) % 12 == rootPc) {
src/composing/analysis/chord/chordanalyzer.cpp,1001,if,buildChordResult,if (diatonic) {
src/composing/analysis/chord/chordanalyzer.cpp,1003,if,buildChordResult,if (ctx.pcWeight[static_cast<size_t>(pc)] <= 0.2) {
src/composing/analysis/chord/chordanalyzer.cpp,1008,if,buildChordResult,if ((ctx.keyTonicPc + interval) % 12 == pc) {
src/composing/analysis/chord/chordanalyzer.cpp,1013,if,buildChordResult,if (!inScale) {
src/composing/analysis/chord/chordanalyzer.cpp,1047,if,deriveChordExtensions,if (rootPc < 0 || rootPc >= 12) {
src/composing/analysis/chord/chordanalyzer.cpp,1070,if,analyzeChord,if (tones.empty()) {
src/composing/analysis/chord/chordanalyzer.cpp,1083,if,analyzeChord,if (t.pitch < lowestPitch) {
src/composing/analysis/chord/chordanalyzer.cpp,1116,if,analyzeChord,if (t.onsetAtRegionStart || t.distinctMetricPositions > 0) {
src/composing/analysis/chord/chordanalyzer.cpp,1131,if,analyzeChord,if (jointScoringEnabled) {
src/composing/analysis/chord/chordanalyzer.cpp,1142,ternary,analyzeChord,? lowestPitch + 12
src/composing/analysis/chord/chordanalyzer.cpp,1151,if,analyzeChord,if (t.pitch > bassRegisterCutoff) { continue; }
src/composing/analysis/chord/chordanalyzer.cpp,1152,if,analyzeChord,if (t.weight < bassMinWeight)      { continue; }
src/composing/analysis/chord/chordanalyzer.cpp,1155,if,analyzeChord,if (t.pitch < bestPitchPerPc[pcIdx]) {
src/composing/analysis/chord/chordanalyzer.cpp,1159,if,analyzeChord,if (t.onsetAtRegionStart) {
src/composing/analysis/chord/chordanalyzer.cpp,1166,if,analyzeChord,if (bestPitchPerPc[pcIdx] != std::numeric_limits<int>::max()) {
src/composing/analysis/chord/chordanalyzer.cpp,1176,if,analyzeChord,if (rc.onsetAtRegionStart) { hasOnsetTrue = true; }
src/composing/analysis/chord/chordanalyzer.cpp,1190,if,analyzeChord,if (w > 0.05) { ++distinctPcCount; }
src/composing/analysis/chord/chordanalyzer.cpp,1196,if,analyzeChord,if ((hasOnsetTrue && hasOnsetFalse) || sparseUpperRegisterAmbiguous) {
src/composing/analysis/chord/chordanalyzer.cpp,1198,if,analyzeChord,if (bassCandidates.size() > 4) {
src/composing/analysis/chord/chordanalyzer.cpp,1205,if,analyzeChord,if (bassCandidates.empty() && lowestPitch != std::numeric_limits<int>::max()) {
src/composing/analysis/chord/chordanalyzer.cpp,1208,if,analyzeChord,if (t.weight >= bassMinWeight && t.pitch < lowestQualifyingPitch) {
src/composing/analysis/chord/chordanalyzer.cpp,1213,ternary,analyzeChord,? lowestQualifyingPitch : lowestPitch;
src/composing/analysis/chord/chordanalyzer.cpp,1217,if,analyzeChord,if (t.pitch == chosenPitch) {
src/composing/analysis/chord/chordanalyzer.cpp,1218,if,analyzeChord,if (t.tpc >= 0) { chosenTpc = t.tpc; }
src/composing/analysis/chord/chordanalyzer.cpp,1219,if,analyzeChord,if (t.onsetAtRegionStart) { chosenOnsetAtStart = true; }
src/composing/analysis/chord/chordanalyzer.cpp,1234,if,analyzeChord,if (t.tpc >= 0) {
src/composing/analysis/chord/chordanalyzer.cpp,1236,if,analyzeChord,if (tpcForPc[static_cast<size_t>(pc)] == -1) {
src/composing/analysis/chord/chordanalyzer.cpp,1248,if,analyzeChord,if (w > 0.05) {
src/composing/analysis/chord/chordanalyzer.cpp,1252,if,analyzeChord,if (distinctPcs < prefs.minDistinctPcsForCandidate) {
src/composing/analysis/chord/chordanalyzer.cpp,1383,if,analyzeChord,if (tpl.quality == ChordQuality::Augmented
src/composing/analysis/chord/chordanalyzer.cpp,1412,ternary,analyzeChord,? 1.0
src/composing/analysis/chord/chordanalyzer.cpp,1416,ternary,analyzeChord,? 1.0 : (kComplexityEvidenceFloor + evidenceRatio);
src/composing/analysis/chord/chordanalyzer.cpp,1421,if,analyzeChord,if (tpl.quality == ChordQuality::Augmented
src/composing/analysis/chord/chordanalyzer.cpp,1426,if,analyzeChord,if (tpl.quality == ChordQuality::Augmented) {
src/composing/analysis/chord/chordanalyzer.cpp,1431,if,analyzeChord,if (thirdW <= prefs.extensionThreshold
src/composing/analysis/chord/chordanalyzer.cpp,1453,if,analyzeChord,if (!jointScoringEnabled || candBassPc != rootPc || distinctPcs != 3) {
src/composing/analysis/chord/chordanalyzer.cpp,1459,switch,analyzeChord,switch (tpl.quality) {
src/composing/analysis/chord/chordanalyzer.cpp,1460,case,analyzeChord,case ChordQuality::Major:      thirdInterval = 4; fifthInterval = 7; break;
src/composing/analysis/chord/chordanalyzer.cpp,1461,case,analyzeChord,case ChordQuality::Minor:      thirdInterval = 3; fifthInterval = 7; break;
src/composing/analysis/chord/chordanalyzer.cpp,1462,case,analyzeChord,case ChordQuality::Diminished: thirdInterval = 3; fifthInterval = 6; break;
src/composing/analysis/chord/chordanalyzer.cpp,1463,case,analyzeChord,case ChordQuality::Augmented:  thirdInterval = 4; fifthInterval = 8; break;
src/composing/analysis/chord/chordanalyzer.cpp,1482,ternary,analyzeChord,return allTriadPresent ? kWComplete : 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,1551,ternary,analyzeChord,fnCtx.previousRootPc = context ? context->previousRootPc : -1;
src/composing/analysis/chord/chordanalyzer.cpp,1552,ternary,analyzeChord,fnCtx.nextRootPc     = context ? context->nextRootPc     : -1;
src/composing/analysis/chord/chordanalyzer.cpp,1553,ternary,analyzeChord,fnCtx.previousBassPc = context ? context->previousBassPc : -1;
src/composing/analysis/chord/chordanalyzer.cpp,1554,ternary,analyzeChord,fnCtx.nextBassPc     = context ? context->nextBassPc     : -1;
src/composing/analysis/chord/chordanalyzer.cpp,1558,ternary,analyzeChord,fnCtx.bassIsStepwiseFromPrevious = context ? context->bassIsStepwiseFromPrevious : false;
src/composing/analysis/chord/chordanalyzer.cpp,1559,ternary,analyzeChord,fnCtx.bassIsStepwiseToNext       = context ? context->bassIsStepwiseToNext       : false;
src/composing/analysis/chord/chordanalyzer.cpp,1561,ternary,analyzeChord,fnCtx.previousQuality              = context ? context->previousQuality              : ChordQuality::Unknown;
src/composing/analysis/chord/chordanalyzer.cpp,1562,ternary,analyzeChord,fnCtx.consecutiveBassStepwiseCount = context ? context->consecutiveBassStepwiseCount : 0;
src/composing/analysis/chord/chordanalyzer.cpp,1563,ternary,analyzeChord,fnCtx.regionMetricWeight           = context ? context->regionMetricWeight           : 1.0;
src/composing/analysis/chord/chordanalyzer.cpp,1564,ternary,analyzeChord,"fnCtx.recentRootPcs                = context ? context->recentRootPcs : std::array<int, 3>{ -1, -1, -1 };"
src/composing/analysis/chord/chordanalyzer.cpp,1566,ternary,analyzeChord,fnCtx.previousWinnerScore        = context ? context->previousWinnerScore        : 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,1567,ternary,analyzeChord,fnCtx.previousWinnerMargin       = context ? context->previousWinnerMargin       : -1.0;
src/composing/analysis/chord/chordanalyzer.cpp,1568,ternary,analyzeChord,fnCtx.previousWinnerRootPcWeight = context ? context->previousWinnerRootPcWeight : 0.0;
src/composing/analysis/chord/chordanalyzer.cpp,1569,ternary,analyzeChord,fnCtx.previousDistinctPcs        = context ? context->previousDistinctPcs        : 0;
src/composing/analysis/chord/chordanalyzer.cpp,1572,if,analyzeChord,if (gateCtxOut) {
src/composing/analysis/chord/chordanalyzer.cpp,1590,if,analyzeChord,if (snapshotOut) {
src/composing/analysis/chord/chordanalyzer.cpp,1603,switch,create,switch (type) {
src/composing/analysis/chord/chordanalyzer.cpp,1604,case,create,case ChordAnalyzerType::RuleBased:
src/composing/analysis/chord/chordanalyzer.h,107,if,templateIntervalMask,if (interval >= 0) {
src/composing/analysis/chord/chordanalyzer.h,132,if,normalizeMergedBassTone,if (tones.empty()) {
src/composing/analysis/chord/chordanalyzer.h,138,if,normalizeMergedBassTone,if (tones[index].pitch < tones[lowestIndex].pitch) {
src/composing/analysis/chord/chordanalyzer.h,155,if,mergeChordAnalysisTones,if ((existingTone.pitch % 12) == (newTone.pitch % 12)) {
src/composing/analysis/chord/chordanalyzer.h,161,if,mergeChordAnalysisTones,if (!mergedTone) {
src/composing/analysis/chord/chordanalyzer.h,169,if,mergeChordAnalysisTones,if (newTone.simultaneousVoiceCount > mergedTone->simultaneousVoiceCount) {
src/composing/analysis/chord/chordanalyzer.h,172,if,mergeChordAnalysisTones,if (newTone.onsetAtRegionStart) {
src/composing/analysis/chord/chordanalyzer.h,175,if,mergeChordAnalysisTones,if (newTone.pitch < mergedTone->pitch) {
src/composing/analysis/chord/chordanalyzer.h,178,else-if,mergeChordAnalysisTones,} else if (mergedTone->tpc == -1 && newTone.tpc != -1) {
src/composing/analysis/chord/chordanalyzer.h,190,if,bassToneFromTones,if (!tone.isBass) {
src/composing/analysis/chord/chordanalyzer.h,193,if,bassToneFromTones,if (!bassTone || tone.pitch < bassTone->pitch) {
src/composing/analysis/chord/chordanalyzer.h,492,if,advanceTemporalContext,if (ctx.bassIsStepwiseFromPrevious) {
src/composing/analysis/chord/chordanalyzer.h,565,ternary,advanceTemporalContext,? gateCtx.pcWeight[static_cast<size_t>(winRoot)] : 0.0;
src/composing/analysis/chord/chordanalyzer.h,568,ternary,advanceTemporalContext,? 0.0 : gateCtx.rawCandidates[0].score;
src/composing/analysis/chord/chordanalyzer.h,570,ternary,advanceTemporalContext,? gateCtx.rawCandidates[0].score - gateCtx.rawCandidates[1].score
src/composing/analysis/chord/chordanalyzer.h,606,if,computeRawFanoutSummary,if (above) { ++s.aboveThreshold; }
src/composing/analysis/chord/chordanalyzer.h,607,if,computeRawFanoutSummary,if (rc.rootPc >= 0 && rc.rootPc < 12) {
src/composing/analysis/chord/chordanalyzer.h,609,if,computeRawFanoutSummary,if (!rootSeenAll[r])          { rootSeenAll[r]   = true; ++s.distinctRootsTotal; }
src/composing/analysis/chord/chordanalyzer.h,610,if,computeRawFanoutSummary,if (above && !rootSeenAbove[r]) { rootSeenAbove[r] = true; ++s.distinctRootsAbove; }
src/composing/analysis/chord/chordanalyzer.h,742,if,inferNextRootPc,if (tones.empty()) return -1;
src/composing/analysis/chord/chordanalyzer.h,746,if,inferNextRootPc,if (candidates.empty()) return -1;
src/composing/analysis/chord/chordanalyzer.h,749,ternary,inferNextRootPc,return candidates.empty() ? -1 : candidates[0].identity.rootPc;
src/composing/analysis/chord/chordslicedecoder.cpp,62,if,candidateBetter,if (a.score != b.score) {
src/composing/analysis/chord/chordslicedecoder.cpp,65,if,candidateBetter,if (a.tiePriority != b.tiePriority) {
src/composing/analysis/chord/chordslicedecoder.cpp,68,if,candidateBetter,if (a.rootPc != b.rootPc) {
src/composing/analysis/chord/chordslicedecoder.cpp,90,if,templateToneCount,if (tiePriority < 0 || tiePriority >= static_cast<int>(kTemplateCount)) {
src/composing/analysis/chord/chordslicedecoder.cpp,95,if,templateToneCount,if (interval >= 0) { ++n; }
src/composing/analysis/chord/chordslicedecoder.cpp,113,if,sameCollectionOverFocal,if (!present[pc]) { continue; }
src/composing/analysis/chord/chordslicedecoder.cpp,116,if,sameCollectionOverFocal,if (!inA && !inB) { return false; }   // a focal pc neither reading explains → not one collection
src/composing/analysis/chord/chordslicedecoder.cpp,117,if,sameCollectionOverFocal,if (inA) { ++aCov; }
src/composing/analysis/chord/chordslicedecoder.cpp,118,if,sameCollectionOverFocal,if (inB) { ++bCov; }
src/composing/analysis/chord/chordslicedecoder.cpp,150,if,eligibleNotesInSpan,if (!(ne->plays && ne->visible && ne->staffEligible && !ne->isGrace
src/composing/analysis/chord/chordslicedecoder.cpp,174,if,distinctPcCount,if (!seen[pc]) { seen[pc] = true; ++n; }
src/composing/analysis/chord/chordslicedecoder.cpp,216,if,adaptiveWindow,if (clampedLoOut) { *clampedLoOut = (t - c < 0); }
src/composing/analysis/chord/chordslicedecoder.cpp,217,if,adaptiveWindow,if (clampedHiOut) { *clampedHiOut = (t + c > n - 1); }
src/composing/analysis/chord/chordslicedecoder.cpp,226,if,isChordToneOfAny,"if (c && function::bassIsTemplateChordTone(c->rootPc, c->tiePriority, pc)) {"
src/composing/analysis/chord/chordslicedecoder.cpp,282,if,stepwiseSignals,if (w.voice != note.voice || (&w == &note)) {
src/composing/analysis/chord/chordslicedecoder.cpp,285,if,stepwiseSignals,if (w.onset == note.onset && w.pitch == note.pitch && w.release == note.release) {
src/composing/analysis/chord/chordslicedecoder.cpp,288,if,stepwiseSignals,if (w.release >= note.onset - tol && w.release <= note.onset + tol) {
src/composing/analysis/chord/chordslicedecoder.cpp,289,if,stepwiseSignals,if (!pred || w.release > pred->release) { pred = &w; }   // immediate melodic predecessor
src/composing/analysis/chord/chordslicedecoder.cpp,291,if,stepwiseSignals,if (w.onset >= note.release - tol && w.onset <= note.release + tol) {
src/composing/analysis/chord/chordslicedecoder.cpp,292,if,stepwiseSignals,if (!succ || w.onset < succ->onset) { succ = &w; }       // immediate melodic successor
src/composing/analysis/chord/chordslicedecoder.cpp,352,if,classifyTone,if (s.suspension || (s.stepIn && s.stepOut)) {
src/composing/analysis/chord/chordslicedecoder.cpp,358,if,classifyTone,if (s.stepIn || s.stepOut) {
src/composing/analysis/chord/chordslicedecoder.cpp,361,ternary,classifyTone,o.chordTone = s.stepOut ? false
src/composing/analysis/chord/chordslicedecoder.cpp,367,if,classifyTone,if (s.leapIn && s.leapOut) {
src/composing/analysis/chord/chordslicedecoder.cpp,387,if,allFocalAreTemplateTonesOf,"if (!function::bassIsTemplateChordTone(chord.rootPc, chord.tiePriority, f.pc())) {"
