cluster_id,size,disposition,rule,decisions,categories,unit_kinds,files
DC-11253,1,not-a-decision,BR-12,,cc_reports,table_row,cc_oi167_collection_tonic_report.md
DC-11254,1,restates,BR-3,D-103,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11255,1,not-a-decision,BR-6,,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11256,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11257,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11258,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11259,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11260,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11261,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11262,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11263,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11264,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi167_collection_tonic_report.md
DC-11265,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11266,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11267,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11268,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11269,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi167_collection_tonic_report.md
DC-11270,1,unresolved,BR-8,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11271,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi167_collection_tonic_report.md
DC-11272,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi167_collection_tonic_report.md
DC-11273,1,not-a-decision,BR-12,,cc_reports,table_row,cc_oi167_collection_tonic_report.md
DC-11274,1,unresolved,BR-8,,cc_reports,table_row,cc_oi167_collection_tonic_report.md
DC-11275,1,not-a-decision,BR-12,,cc_reports,table_row,cc_oi167_collection_tonic_report.md
DC-11276,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11277,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11278,1,restates,BR-3,D-081;D-119,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11279,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11280,1,restates,BR-3,D-115;D-119,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11281,1,restates,BR-3,D-099,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11282,1,restates,BR-3,D-115;D-119,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11283,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11284,1,restates,BR-3,D-054;D-119,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11285,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11286,1,restates,BR-3,D-119;D-172,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11287,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi167_collection_tonic_report.md
DC-11288,1,no-spec-home,BR-4,D-115,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11289,1,no-spec-home,BR-4,D-115,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11290,1,no-spec-home,BR-4,D-109,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11291,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi168_fix_report.md
DC-11292,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi168_fix_report.md
DC-11293,1,no-spec-home,BR-4,D-115,cc_reports,table_row,cc_oi168_fix_report.md
DC-11294,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11295,1,restates,BR-3,D-081,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11296,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11297,1,restates,BR-3,D-115;D-119,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11298,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi168_fix_report.md
DC-11299,1,restates,BR-3,D-115;D-119,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11300,1,no-spec-home,BR-4,D-182,cc_reports,bullet,cc_oi168_fix_report.md
DC-11301,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi168_fix_report.md
DC-11302,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11303,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi168_fix_report.md
DC-11304,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11305,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11306,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi168_fix_report.md
DC-11307,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11308,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11309,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11310,1,restates,BR-3,D-087,cc_reports,paragraph,cc_oi168_fix_report.md
DC-11311,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi168_fix_report.md
DC-11312,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi168_fix_report.md
DC-11313,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi168_fix_report.md
DC-11314,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11315,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi168_magnitude_report.md
DC-11316,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi168_magnitude_report.md
DC-11317,1,not-a-decision,BR-12,,cc_reports,table_row,cc_oi168_magnitude_report.md
DC-11318,1,restates,BR-3,D-119,cc_reports,table_row,cc_oi168_magnitude_report.md
DC-11319,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11320,1,unresolved,BR-8,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11321,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11322,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11323,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11324,1,unresolved,BR-8,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11325,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11326,1,restates,BR-3,D-115;D-119,cc_reports,bullet,cc_oi168_magnitude_report.md
DC-11327,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi168_magnitude_report.md
DC-11328,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi168_magnitude_report.md
DC-11329,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11330,1,restates,BR-3,D-115;D-119,cc_reports,bullet,cc_oi168_magnitude_report.md
DC-11331,1,restates,BR-3,D-115;D-119,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11332,1,no-spec-home,BR-4,D-109,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11333,1,no-spec-home,BR-4,D-115,cc_reports,paragraph,cc_oi168_magnitude_report.md
DC-11334,1,no-spec-home,BR-4,D-115,cc_reports,blockquote,cc_oi170_measure_report.md
DC-11335,1,restates,BR-3,D-115;D-119;D-191,cc_reports,bullet,cc_oi170_measure_report.md
DC-11336,1,restates,BR-3,D-115;D-119;D-191,cc_reports,bullet,cc_oi170_measure_report.md
DC-11337,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11338,1,restates,BR-3,D-119,cc_reports,blockquote,cc_oi170_measure_report.md
DC-11339,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11340,1,not-a-decision,BR-6,,cc_reports,table_row,cc_oi170_measure_report.md
DC-11341,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi170_measure_report.md
DC-11342,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11343,1,not-a-decision,BR-6,,cc_reports,table_row,cc_oi170_measure_report.md
DC-11344,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11345,1,restates,BR-3,D-115;D-119,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11346,1,unresolved,BR-8,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11347,1,restates,BR-3,D-100;D-119,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11348,1,unresolved,BR-8,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11349,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi170_measure_report.md
DC-11350,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi170_measure_report.md
DC-11351,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi170_measure_report.md
DC-11352,1,restates,BR-3,D-115;D-119,cc_reports,table_row,cc_oi170_measure_report.md
DC-11353,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi170_measure_report.md
DC-11354,1,not-a-decision,BR-6,,cc_reports,bullet,cc_oi170_measure_report.md
DC-11355,1,not-a-decision,BR-6,,cc_reports,bullet,cc_oi170_measure_report.md
DC-11356,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11357,1,not-a-decision,BR-6,,cc_reports,bullet,cc_oi170_measure_report.md
DC-11358,1,not-a-decision,BR-6,,cc_reports,bullet,cc_oi170_measure_report.md
DC-11359,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11360,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi170_measure_report.md
DC-11361,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi170_measure_report.md
DC-11362,1,no-spec-home,BR-4,D-115,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11363,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi170_measure_report.md
DC-11364,1,restates,BR-3,D-099;D-107;D-115;D-119,cc_reports,blockquote,cc_oi199_joint_p3_p4_report.md
DC-11365,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11366,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11367,1,restates,BR-3,D-032;D-119,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11368,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi199_joint_p3_p4_report.md
DC-11369,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11370,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi199_joint_p3_p4_report.md
DC-11371,1,restates,BR-3,D-004,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11372,1,no-spec-home,BR-4,D-180,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11373,1,restates,BR-3,D-098,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11374,1,restates,BR-3,D-119;D-180,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11375,1,restates,BR-3,D-098;D-109,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11376,1,restates,BR-3,D-098;D-119,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11377,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11378,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi199_joint_p3_p4_report.md
DC-11379,1,unresolved,BR-8,,cc_reports,table_row,cc_oi199_joint_p3_p4_report.md
DC-11380,1,restates,BR-3,D-098,cc_reports,table_row,cc_oi199_joint_p3_p4_report.md
DC-11381,1,restates,BR-3,D-004;D-098,cc_reports,table_row,cc_oi199_joint_p3_p4_report.md
DC-11382,1,restates,BR-3,D-009,cc_reports,table_row,cc_oi199_joint_p3_p4_report.md
DC-11383,1,restates,BR-3,D-008;D-098,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11384,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11385,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11386,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11387,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11388,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11389,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11390,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11391,1,restates,BR-3,D-119;D-182,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11392,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi199_joint_p3_p4_report.md
DC-11393,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11394,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11395,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11396,1,restates,BR-3,D-098;D-119,cc_reports,paragraph,cc_oi199_joint_p3_p4_report.md
DC-11397,1,restates,BR-3,D-098,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11398,1,not-a-decision,BR-6,,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11399,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11400,1,restates,BR-3,D-099,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11401,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11402,1,no-spec-home,BR-4,D-194,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11403,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi199_joint_p3_p4_report.md
DC-11404,1,restates,BR-3,D-010;D-115;D-119,cc_reports,blockquote,cc_oi199_pass1_report.md
DC-11405,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi199_pass1_report.md
DC-11406,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi199_pass1_report.md
DC-11407,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11408,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11409,1,restates,BR-3,D-009;D-119,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11410,1,restates,BR-3,D-005;D-010,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11411,1,restates,BR-3,D-002;D-004;D-098;D-105;D-179,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11412,1,restates,BR-3,D-095,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11413,1,restates,BR-3,D-001;D-004;D-006;D-098,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11414,1,restates,BR-3,D-013,cc_reports,table_row,cc_oi199_pass1_report.md
DC-11415,1,restates,BR-3,D-119,cc_reports,table_row,cc_oi199_pass1_report.md
DC-11416,1,restates,BR-3,D-009;D-011;D-012,cc_reports,table_row,cc_oi199_pass1_report.md
DC-11417,1,restates,BR-3,D-002;D-119,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11418,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11419,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11420,1,restates,BR-3,D-100;D-106;D-119,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11421,1,restates,BR-3,D-099;D-119;D-172,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11422,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11423,1,not-a-decision,BR-6,,cc_reports,table_row,cc_oi199_pass1_report.md
DC-11424,1,not-a-decision,BR-12,,cc_reports,table_row,cc_oi199_pass1_report.md
DC-11425,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11426,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11427,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi199_pass1_report.md
DC-11428,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11429,1,restates,BR-3,D-025;D-119,cc_reports,paragraph,cc_oi199_pass1_report.md
DC-11430,1,restates,BR-3,D-098,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11431,1,restates,BR-3,D-119,cc_reports,bullet,cc_oi199_pass1_report.md
DC-11432,1,restates,BR-3,D-112;D-119,cc_reports,blockquote,cc_phase2_architecture_support_report.md
DC-11433,1,not-a-decision,BR-2,,cc_reports,heading,cc_phase2_architecture_support_report.md
DC-11434,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_phase2_architecture_support_report.md
DC-11435,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_phase2_architecture_support_report.md
DC-11436,1,not-a-decision,BR-6,,cc_reports,bullet,cc_phase2_architecture_support_report.md
DC-11437,1,not-a-decision,BR-6,,cc_reports,bullet,cc_phase2_architecture_support_report.md
DC-11438,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase2_architecture_support_report.md
DC-11439,1,restates,BR-3,D-081,cc_reports,bullet,cc_phase2_architecture_support_report.md
DC-11440,1,restates,BR-3,D-119,cc_reports,paragraph,cc_phase2_architecture_support_report.md
DC-11441,1,restates,BR-3,D-119,cc_reports,table_row,cc_phase2_architecture_support_report.md
DC-11442,1,not-a-decision,BR-5,,cc_reports,paragraph,cc_phase2_architecture_support_report.md
DC-11443,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11444,1,restates,BR-3,D-105;D-114,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11445,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11446,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11447,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11448,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11449,1,restates,BR-3,D-114,cc_reports,table_row,cc_phase5b_step0_report.md
DC-11450,1,restates,BR-3,D-119,cc_reports,table_row,cc_phase5b_step0_report.md
DC-11451,1,no-spec-home,BR-4,D-107,cc_reports,table_row,cc_phase5b_step0_report.md
DC-11452,1,restates,BR-3,D-105;D-119;D-191,cc_reports,table_row,cc_phase5b_step0_report.md
DC-11453,1,restates,BR-3,D-097;D-183,cc_reports,paragraph,cc_phase5b_step0_report.md
DC-11454,1,no-spec-home,BR-4,D-107,cc_reports,paragraph,cc_phase5b_step0_report.md
DC-11455,1,restates,BR-3,D-105;D-107,cc_reports,paragraph,cc_phase5b_step0_report.md
DC-11456,1,restates,BR-3,D-065,cc_reports,paragraph,cc_phase5b_step0_report.md
DC-11457,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_phase5b_step0_report.md
DC-11458,1,restates,BR-3,D-105;D-114,cc_reports,paragraph,cc_phase5b_step0_report.md
DC-11459,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11460,1,no-spec-home,BR-4,D-107,cc_reports,paragraph,cc_phase5b_step0_report.md
DC-11461,1,restates,BR-3,D-115;D-119,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11462,1,restates,BR-3,D-010;D-105;D-114;D-115;D-119;D-191,cc_reports,bullet,cc_phase5b_step0_report.md
DC-11463,1,restates,BR-3,D-114,cc_reports,paragraph,cc_phase5b_step1_report.md
DC-11464,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11465,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11466,1,not-a-decision,BR-2,,cc_reports,heading,cc_phase5b_step1_report.md
DC-11467,1,restates,BR-3,D-119,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11468,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11469,1,restates,BR-3,D-114;D-119,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11470,1,unresolved,BR-8,,cc_reports,paragraph,cc_phase5b_step1_report.md
DC-11471,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11472,1,unresolved,BR-8,,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11473,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11474,1,restates,BR-3,D-103;D-107;D-119,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11475,1,restates,BR-3,D-114;D-119,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11476,1,not-a-decision,BR-6,,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11477,1,restates,BR-3,D-114,cc_reports,paragraph,cc_phase5b_step1_report.md
DC-11478,1,restates,BR-3,D-097;D-183,cc_reports,paragraph,cc_phase5b_step1_report.md
DC-11479,1,restates,BR-3,D-114,cc_reports,paragraph,cc_phase5b_step1_report.md
DC-11480,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11481,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11482,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11483,1,not-a-decision,BR-6,,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11484,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step1_report.md
DC-11485,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_phase5b_step2_report.md
DC-11486,1,not-a-decision,BR-2,,cc_reports,heading,cc_phase5b_step2_report.md
DC-11487,1,not-a-decision,BR-6,,cc_reports,bullet,cc_phase5b_step2_report.md
DC-11488,1,not-a-decision,BR-2,,cc_reports,heading,cc_phase5b_step2_report.md
DC-11489,1,restates,BR-3,D-119,cc_reports,bullet,cc_phase5b_step2_report.md
DC-11490,1,not-a-decision,BR-12,,cc_reports,bullet,cc_phase5b_step2_report.md
DC-11491,1,unresolved,BR-8,,cc_reports,paragraph,cc_phase5b_step2_report.md
DC-11492,1,restates,BR-3,D-119,cc_reports,bullet,cc_phase5b_step2_report.md
DC-11493,1,restates,BR-3,D-119,cc_reports,bullet,cc_phase5b_step2_report.md
DC-11494,1,restates,BR-3,D-119,cc_reports,bullet,cc_phase5b_step2_report.md
DC-11495,1,restates,BR-3,D-097;D-183,cc_reports,paragraph,cc_phase5b_step2_report.md
DC-11496,1,restates,BR-3,D-114,cc_reports,bullet,cc_phase5b_step2_report.md
DC-11497,1,not-a-decision,BR-2,,cc_reports,heading,cc_phase5b_step2_report.md
