cluster_id,size,disposition,rule,decisions,categories,unit_kinds,files
DC-01490,1,no-spec-home,BR-4,D-287,governing,paragraph,cowork_handoff_archive.md
DC-01491,1,not-a-decision,BR-17,,governing,table_row,cowork_handoff_archive.md
DC-01492,1,unresolved,BR-8,,governing,paragraph,cowork_handoff_archive.md
DC-01493,1,unresolved,BR-8,,governing,bullet,cowork_handoff_archive.md
DC-01494,1,no-spec-home,BR-4,D-287,governing,bullet,cowork_handoff_archive.md
DC-01495,1,not-a-decision,BR-2,,governing,heading,cowork_handoff_archive.md
DC-01496,1,not-a-decision,BR-2,,governing,heading,cowork_handoff_archive.md
DC-01497,1,not-a-decision,BR-9,,governing,paragraph,cowork_handoff_archive.md
DC-01498,1,unresolved,BR-8,,governing,bullet,cowork_handoff_archive.md
DC-01499,1,unresolved,BR-8,,governing,paragraph,cowork_handoff_archive.md
DC-01500,1,restates,BR-3,D-104,governing,paragraph,cowork_handoff_archive.md
DC-01501,1,not-a-decision,BR-9,,governing,paragraph,cowork_handoff_archive.md
DC-01502,1,not-a-decision,BR-9,,governing,paragraph,cowork_handoff_archive.md
DC-01503,1,not-a-decision,BR-17,,governing,paragraph,cowork_handoff_archive.md
DC-01504,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01505,1,not-a-decision,BR-9,,governing,paragraph,cowork_handoff_archive.md
DC-01506,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01507,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01508,1,no-spec-home,BR-4,D-115,governing,bullet,cowork_handoff_archive.md
DC-01509,1,not-a-decision,BR-9,,governing,paragraph,cowork_handoff_archive.md
DC-01510,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01511,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01512,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01513,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01514,1,not-a-decision,BR-2,,governing,heading,cowork_handoff_archive.md
DC-01515,1,not-a-decision,BR-17,,governing,bullet,cowork_handoff_archive.md
DC-01516,1,restates,BR-3,D-119,governing,bullet,cowork_handoff_archive.md
DC-01517,1,restates,BR-3,D-119,governing,bullet,cowork_handoff_archive.md
DC-01518,1,unresolved,BR-8,,governing,bullet,cowork_handoff_archive.md
DC-01519,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_adjudication_dossier.md
DC-01520,1,restates,BR-3,D-099;D-100;D-119,cowork_docs,blockquote,cowork_adjudication_dossier.md
DC-01521,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_adjudication_dossier.md
DC-01522,1,restates,BR-3,D-039;D-099,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01523,1,restates,BR-3,D-095;D-119;D-186,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01524,1,restates,BR-3,D-099,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01525,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01526,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01527,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01528,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01529,1,restates,BR-3,D-099;D-100,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01530,1,restates,BR-3,D-099;D-100,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01531,1,restates,BR-3,D-099,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01532,1,restates,BR-3,D-099,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01533,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01534,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01535,1,restates,BR-3,D-099;D-119,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01536,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01537,1,unresolved,BR-8,,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01538,1,restates,BR-3,D-099,cowork_docs,table_row,cowork_adjudication_dossier.md
DC-01539,1,restates,BR-3,D-099;D-100;D-119,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01540,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_adjudication_dossier.md
DC-01541,1,restates,BR-3,D-119,cowork_docs,blockquote,cowork_architecture_reassessment.md
DC-01542,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_architecture_reassessment.md
DC-01543,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_architecture_reassessment.md
DC-01544,1,unresolved,BR-8,,cowork_docs,table_row,cowork_architecture_reassessment.md
DC-01545,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_architecture_reassessment.md
DC-01546,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01547,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01548,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01549,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01550,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01551,1,restates,BR-3,D-044,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01552,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01553,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01554,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01555,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01556,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01557,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_reassessment.md
DC-01558,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_architecture_reassessment.md
DC-01559,1,restates,BR-3,D-034;D-119,cowork_docs,blockquote,cowork_architecture_review_2026_07.md
DC-01560,1,restates,BR-3,D-073;D-119;D-170,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01561,1,restates,BR-3,D-025;D-032,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01562,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_architecture_review_2026_07.md
DC-01563,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01564,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01565,1,restates,BR-3,D-029,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01566,1,restates,BR-3,D-030,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01567,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01568,1,restates,BR-3,D-073;D-081;D-084;D-095;D-105;D-170;D-186,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01569,1,restates,BR-3,D-001,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01570,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01571,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01572,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01573,1,restates,BR-3,D-081,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01574,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01575,1,restates,BR-3,D-081;D-095;D-186,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01576,1,restates,BR-3,D-084,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01577,1,restates,BR-3,D-098,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01578,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01579,1,restates,BR-3,D-001;D-025,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01580,1,restates,BR-3,D-025;D-027,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01581,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01582,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01583,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01584,1,unresolved,BR-8,,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01585,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01586,1,restates,BR-3,D-028;D-083,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01587,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_architecture_review_2026_07.md
DC-01588,1,restates,BR-3,D-095;D-186,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01589,1,restates,BR-3,D-095;D-186,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01590,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_architecture_review_2026_07.md
DC-01591,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_architecture_review_2026_07.md
DC-01592,1,restates,BR-3,D-032;D-092,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01593,1,restates,BR-3,D-081;D-095;D-105;D-115;D-119;D-186,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01594,1,restates,BR-3,D-081,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01595,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_architecture_review_2026_07.md
DC-01596,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_cadencekeyanchor.md
DC-01597,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_cadencekeyanchor.md
DC-01598,1,restates,BR-3,D-103,cowork_docs,paragraph,cowork_audit_chordpostpasses_sparse.md
DC-01599,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_chordpostpasses_sparse.md
DC-01600,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_audit_chordpostpasses_sparse.md
DC-01601,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_harmonicfunctionlayer.md
DC-01602,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_harmonicfunctionlayer.md
DC-01603,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_harmonicfunctionlayer.md
DC-01604,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_harmonicfunctionlayer.md
DC-01605,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_harmonicfunctionlayer.md
DC-01606,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_jointkeydecision.md
DC-01607,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_audit_jointkeydecision.md
DC-01608,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_jointkeydecision.md
DC-01609,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_jointkeydecision.md
DC-01610,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_jointkeydecision.md
DC-01611,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_jointkeydecision.md
DC-01612,1,not-a-decision,BR-9,,cowork_docs,paragraph,cowork_audit_jointkeydecision.md
DC-01613,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_keymodeanalyzer.md
DC-01614,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_keymodeanalyzer.md
DC-01615,1,restates,BR-3,D-052;D-119,cowork_docs,paragraph,cowork_audit_keyresolver.md
DC-01616,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_keyresolver.md
DC-01617,1,restates,BR-3,D-001,cowork_docs,bullet,cowork_audit_keyresolver.md
DC-01618,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_localmodulationdetector.md
DC-01619,1,restates,BR-3,D-119,cowork_docs,blockquote,cowork_audit_obligation_map.md
DC-01620,1,restates,BR-3,D-119,cowork_docs,blockquote,cowork_audit_obligation_map.md
DC-01621,1,unresolved,BR-8,,cowork_docs,blockquote,cowork_audit_obligation_map.md
DC-01622,1,restates,BR-3,D-006,cowork_docs,blockquote,cowork_audit_obligation_map.md
DC-01623,1,restates,BR-3,D-081,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01624,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01625,1,restates,BR-3,D-048,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01626,1,restates,BR-3,D-055;D-119,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01627,1,restates,BR-3,D-001;D-098,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01628,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_obligation_map.md
DC-01629,1,restates,BR-3,D-055,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01630,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01631,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01632,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_obligation_map.md
DC-01633,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01634,1,restates,BR-3,D-081,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01635,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01636,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_obligation_map.md
DC-01637,1,restates,BR-3,D-026,cowork_docs,bullet,cowork_audit_obligation_map.md
DC-01638,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_audit_obligation_map.md
DC-01639,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_postscoringgates.md
DC-01640,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_audit_postscoringgates.md
DC-01641,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_postscoringgates.md
DC-01642,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_postscoringgates.md
DC-01643,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_postscoringgates.md
DC-01644,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_postscoringgates.md
DC-01645,1,unresolved,BR-8,,cowork_docs,blockquote,cowork_audit_protocol.md
DC-01646,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_protocol.md
DC-01647,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_audit_protocol.md
DC-01648,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_protocol.md
DC-01649,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_audit_protocol.md
DC-01650,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_audit_protocol.md
DC-01651,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_audit_protocol.md
DC-01652,1,no-spec-home,BR-4,D-109;D-213,cowork_docs,paragraph,cowork_audit_protocol.md
DC-01653,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_audit_protocol.md
DC-01654,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_regionanalyzer.md
DC-01655,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_regionanalyzer.md
DC-01656,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_regionanalyzer.md
DC-01657,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_remaining_layers.md
DC-01658,1,unresolved,BR-8,,cowork_docs,bullet,cowork_audit_remaining_layers.md
DC-01659,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_audit_remaining_layers.md
DC-01660,1,restates,BR-3,D-031;D-255,cowork_docs,blockquote,cowork_bounded_context_design.md
DC-01661,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_bounded_context_design.md
DC-01662,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_bounded_context_design.md
DC-01663,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01664,1,no-spec-home,BR-4,D-260,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01665,1,no-spec-home,BR-4,D-260,cowork_docs,paragraph,cowork_bounded_context_design.md
DC-01666,1,restates,BR-3,D-050,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01667,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01668,1,no-spec-home,BR-4,D-261,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01669,1,no-spec-home,BR-4,D-261;D-264,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01670,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01671,1,restates,BR-3,D-050;D-262,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01672,1,no-spec-home,BR-4,D-263,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01673,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01674,1,restates,BR-3,D-050,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01675,1,restates,BR-3,D-050,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01676,1,restates,BR-3,D-050,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01677,1,restates,BR-3,D-025;D-265,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01678,1,restates,BR-3,D-050;D-264,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01679,1,restates,BR-3,D-050;D-119,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01680,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01681,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01682,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01683,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01684,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_bounded_context_design.md
DC-01685,1,restates,BR-3,D-031,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01686,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01687,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01688,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01689,1,restates,BR-3,D-025;D-265,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01690,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01691,1,restates,BR-3,D-050,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01692,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01693,1,restates,BR-3,D-031;D-050;D-119,cowork_docs,paragraph,cowork_bounded_context_design.md
DC-01694,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01695,1,no-spec-home,BR-4,D-107,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01696,1,unresolved,BR-8,,cowork_docs,bullet,cowork_bounded_context_design.md
DC-01697,1,restates,BR-3,D-112;D-119,cowork_docs,blockquote,cowork_candidate_lever_register.md
DC-01698,1,restates,BR-3,D-022;D-029,cowork_docs,bullet,cowork_candidate_lever_register.md
DC-01699,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_candidate_lever_register.md
DC-01700,1,restates,BR-3,D-032;D-119,cowork_docs,bullet,cowork_candidate_lever_register.md
DC-01701,1,restates,BR-3,D-039;D-099,cowork_docs,blockquote,cowork_census_full_needs_audit.md
DC-01702,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01703,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01704,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01705,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01706,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_census_full_needs_audit.md
DC-01707,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01708,1,unresolved,BR-8,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01709,1,unresolved,BR-8,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01710,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01711,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01712,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01713,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01714,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01715,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01716,1,no-spec-home,BR-4,D-366,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01717,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_census_full_needs_audit.md
DC-01718,1,unresolved,BR-8,,cowork_docs,bullet,cowork_census_full_needs_audit.md
DC-01719,1,unresolved,BR-8,,cowork_docs,bullet,cowork_census_full_needs_audit.md
DC-01720,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01721,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01722,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01723,1,no-spec-home,BR-4,D-366,cowork_docs,bullet,cowork_census_full_needs_audit.md
DC-01724,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01725,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01726,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_census_full_needs_audit.md
DC-01727,1,unresolved,BR-8,,cowork_docs,bullet,cowork_census_full_needs_audit.md
DC-01728,1,restates,BR-3,D-097;D-183,cowork_docs,paragraph,cowork_census_full_needs_audit.md
DC-01729,1,restates,BR-3,D-119;D-182;D-374,cowork_docs,bullet,cowork_census_full_needs_audit.md
DC-01730,1,restates,BR-3,D-025,cowork_docs,blockquote,cowork_confidence_contract.md
DC-01731,1,restates,BR-3,D-025;D-119,cowork_docs,paragraph,cowork_confidence_contract.md
DC-01732,1,restates,BR-3,D-032;D-119;D-267,cowork_docs,bullet,cowork_confidence_contract.md
DC-01733,1,restates,BR-3,D-032;D-119;D-267,cowork_docs,bullet,cowork_confidence_contract.md
DC-01734,1,not-a-decision,BR-9,,cowork_docs,paragraph,cowork_confidence_contract.md
DC-01735,1,no-spec-home,BR-4,D-268,cowork_docs,bullet,cowork_confidence_contract.md
DC-01736,1,restates,BR-3,D-032;D-119,cowork_docs,bullet,cowork_confidence_contract.md
DC-01737,1,restates,BR-3,D-119;D-268,cowork_docs,bullet,cowork_confidence_contract.md
DC-01738,1,restates,BR-3,D-119;D-268,cowork_docs,bullet,cowork_confidence_contract.md
DC-01739,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_confidence_contract.md
DC-01740,1,unresolved,BR-8,,cowork_docs,table_row,cowork_confidence_contract.md
DC-01741,1,restates,BR-3,D-029;D-032;D-089;D-097;D-119;D-183,cowork_docs,table_row,cowork_confidence_contract.md
DC-01742,1,restates,BR-3,D-032;D-097;D-105;D-119;D-183,cowork_docs,table_row,cowork_confidence_contract.md
DC-01743,1,restates,BR-3,D-032;D-089;D-119,cowork_docs,table_row,cowork_confidence_contract.md
DC-01744,1,restates,BR-3,D-095;D-186,cowork_docs,table_row,cowork_confidence_contract.md
DC-01745,1,restates,BR-3,D-032;D-119,cowork_docs,bullet,cowork_confidence_contract.md
DC-01746,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_confidence_contract.md
DC-01747,1,restates,BR-3,D-032;D-119,cowork_docs,bullet,cowork_confidence_contract.md
DC-01748,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_confidence_contract.md
DC-01749,1,restates,BR-3,D-032;D-115;D-119,cowork_docs,bullet,cowork_confidence_contract.md
DC-01750,1,unresolved,BR-8,,cowork_docs,bullet,cowork_confidence_contract.md
DC-01751,1,unresolved,BR-8,,cowork_docs,table_row,cowork_confidence_contract.md
DC-01752,1,restates,BR-3,D-032;D-097;D-119;D-183,cowork_docs,table_row,cowork_confidence_contract.md
DC-01753,1,unresolved,BR-8,,cowork_docs,table_row,cowork_confidence_contract.md
DC-01754,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_confidence_contract.md
DC-01755,1,restates,BR-3,D-032;D-119,cowork_docs,bullet,cowork_confidence_contract.md
DC-01756,1,no-spec-home,BR-4,D-179,cowork_docs,paragraph,cowork_corpus_audit.md
DC-01757,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_corpus_audit.md
DC-01758,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_corpus_audit.md
DC-01759,1,restates,BR-3,D-119;D-161;D-294,cowork_docs,paragraph,cowork_corpus_audit.md
DC-01760,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_corpus_audit.md
DC-01761,1,no-spec-home,BR-4,D-179,cowork_docs,paragraph,cowork_corpus_audit.md
DC-01762,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_corpus_audit.md
DC-01763,1,unresolved,BR-8,,cowork_docs,bullet,cowork_corpus_audit.md
DC-01764,1,restates,BR-3,D-097;D-183,cowork_docs,paragraph,cowork_corpus_audit.md
DC-01765,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_corpus_audit.md
DC-01766,1,unresolved,BR-8,,cowork_docs,blockquote,cowork_delta_check_dispositions.md
DC-01767,1,restates,BR-3,D-114,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01768,1,no-spec-home,BR-4,D-107,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01769,1,unresolved,BR-8,,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01770,1,restates,BR-3,D-105,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01771,1,unresolved,BR-8,,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01772,1,restates,BR-3,D-037,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01773,1,unresolved,BR-8,,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01774,1,unresolved,BR-8,,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01775,1,unresolved,BR-8,,cowork_docs,bullet,cowork_delta_check_dispositions.md
DC-01776,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_design_doc_template.md
DC-01777,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_design_doc_template.md
DC-01778,1,unresolved,BR-8,,cowork_docs,bullet,cowork_design_doc_template.md
DC-01779,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_design_doc_template.md
DC-01780,1,unresolved,BR-8,,cowork_docs,bullet,cowork_design_doc_template.md
DC-01781,1,unresolved,BR-8,,cowork_docs,bullet,cowork_design_doc_template.md
DC-01782,1,unresolved,BR-8,,cowork_docs,bullet,cowork_design_doc_template.md
DC-01783,1,no-spec-home,BR-4,D-256,cowork_docs,paragraph,cowork_design_doc_template.md
DC-01784,1,unresolved,BR-8,,cowork_docs,bullet,cowork_design_doc_template.md
DC-01785,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_eg1_premise_checks.md
DC-01786,1,no-spec-home,BR-4,D-111,cowork_docs,blockquote,cowork_eg1_premise_checks.md
